,filename,location,name,release_date,overview,genre,vote_average,vote_count,popularity,cast_top5,trailer,poster,director,runtime
297,Love and Other Drugs (2010).avi,D:/Movies\Love and Other Drugs (2010) [2010] [Eng],Love and Other Drugs,2010-11-22,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.","Drama, Comedy, Romance",7.039,5480,8.523,"Jake Gyllenhaal as Jamie Randall
Anne Hathaway as Maggie Murdock
Oliver Platt as Bruce Winston
Hank Azaria as Dr. Stan Knight
Josh Gad as Josh Randall
",https://youtu.be/h6w7Dh-QxzY,https://image.tmdb.org/t/p/w154/wZLM2uKJRYNchLmiCIjosX0rXy8.jpg,Edward Zwick,112 min
298,Megamind (2010).avi,D:/Movies\Megamind (2010),Megamind,2010-10-28,"After Megamind, a highly intelligent alien supervillain, defeats his long-time nemesis Metro Man, Megamind creates a new hero to fight, but must act to save the city when his ""creation"" becomes an even worse villain than he was.","Animation, Action, Comedy, Family, Science Fiction",7.015,7303,6.8801,"Will Ferrell as Megamind (voice)
Brad Pitt as Metro Man (voice)
Tina Fey as Roxanne Ritchi (voice)
Jonah Hill as Tighten (voice)
David Cross as Minion (voice)
",https://youtu.be/6CJUQr4Vs40,https://image.tmdb.org/t/p/w154/uZ9ytt3sPTx62XTfN56ILSuYWRe.jpg,Tom McGrath,96 min
299,Morning Glory (2010).avi,D:/Movies\Morning Glory (2010),Morning Glory,1993-09-17,An ex-convict who is on parole is accused of murdering a loose woman in the town where he works.,"Drama, Romance",5.545,11,4.0013,"Christopher Reeve as Will Parker
Deborah Raffin as Elly Dinsmore
Lloyd Bochner as Bob Collins
Nina Foch as Miss Beasly
Helen Shaver as Lula Peak
",https://youtu.be/6CJUQr4Vs40,https://image.tmdb.org/t/p/w154/iHPKtFIAZF6rUcfF9FbMy1E9tks.jpg,Steven Hilliard Stern,96 min
300,Mother's Little Helpers (2010).avi,D:/Movies\Mother's Little Helpers (2010),Mother's Little Helpers,2019-03-09,"When Joy Pride, a groovy 70s burn-out on the caboose of the flower power movement learns she has weeks to live, her estranged children come together to do right by a mother who always did them wrong. It's based on the premise that no matter who dies, we always find a way to make it all about us.","Comedy, Drama, Family",6.333,6,0.3417,"Kestrin Pantera as Sadie Pride
Breeda Wool as Julia Pride
Milana Vayntrub as Lucy Pride
Sam Littlefield as Jude Pride
Melanie Hutsell as Joy Pride
",https://youtu.be/T7A2S3jQOpc,https://image.tmdb.org/t/p/w154/4iP9avb2sLipYv14yo9RI5H7TU5.jpg,Kestrin Pantera,99 min
301,Never Let Me Go (2010).avi,D:/Movies\Never Let Me Go (2010),Never Let Me Go,2010-03-18,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.","Drama, Romance, Science Fiction",6.845,2410,3.0604,"Carey Mulligan as Kathy H.
Keira Knightley as Ruth C.
Andrew Garfield as Tommy D.
Izzy Meikle-Small as Young Kathy
Ella Purnell as Young Ruth
",https://youtu.be/sXiRZhDEo8A,https://image.tmdb.org/t/p/w154/7okcm65P7WfpF3f0HiQBFTsvcXV.jpg,Mark Romanek,104 min
302,The Next Three Days (2010).avi,"D:/Movies\Next Three Days, The (2010)",The Next Three Days,2010-11-18,"A married couple's life is turned upside down when the wife is accused of murdering her boss. Her husband John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. When the strain of being separated from her husband and son gets to her, John decides to find a way to break her out.","Romance, Drama, Thriller, Crime",7.083,3024,4.0347,"Russell Crowe as John Brennan
Elizabeth Banks as Lara
Brian Dennehy as George Brennan
RZA as Mouss
Moran Atias as Erit
",No trailer available,https://image.tmdb.org/t/p/w154/wBaRZ3aHa7qoYTSY0ONbXrXYk4B.jpg,Paul Haggis,133 min
303,No Strings Attached (2011).avi,D:/Movies\No Strings Attached (2011),No Strings Attached,2011-01-21,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?","Comedy, Romance",6.297,4909,4.2391,"Natalie Portman as Emma Kurtzman
Ashton Kutcher as Adam Franklin
Kevin Kline as Alvin Franklin
Cary Elwes as Dr. Stephen Metzner
Greta Gerwig as Patrice
",https://youtu.be/X7bRikS7C3o,https://image.tmdb.org/t/p/w154/9C09L1U9S13J4Ut029Qhu0oLcTQ.jpg,Ivan Reitman,107 min
304,Open Season 3 (2010).avi,D:/Movies\Open Season 3 (2010),Open,2019-09-13,"Rome and Ethan have been together for 14 years. He is the love of her life, and she is his number one supporter. They are each other's firsts, and to their friends, they are the perfect couple. When the two begin to feel that their relationship has gone stale, they explore the idea of going open. It's something Ethan wants to do and it's the only way Rome feels she can do to keep her man. They agree that they are allowed to have sex with strangers, but they are not allowed to fall in love. In a relationship built over time, the two begin to ""explore"" expecting to salvage the exact same thing they are giving up. In the end, they learn the importance of the very thing that they have been blind to–a relationship without trust will eventually crumble.","Romance, Drama",5.9,6,3.867,"Arci Muñoz as Rome
JC Santos as Ethan
Ina Raymundo as Erika
Vance Larena as Archie
Sofia Andres as Angie
",https://youtu.be/X7bRikS7C3o,https://image.tmdb.org/t/p/w154/zOYidyZTXkL0xyaZFESnfKJJcKo.jpg,Andoy Ranay,105 min
305,Rabbit Hole (2010).avi,D:/Movies\Rabbit Hole (2010),Rabbit Hole,2010-10-28,The Rabbit Hole is a surreal fable that features a young girl traveling through beautiful terrain full of strange and bizarre creatures.,,7.0,1,0.1542,"Brynja Jónbjarnardóttir as 
Snorri Ásmundsson as 
Hrafnkell Flóki Einarsson as 
Stefán Finnbogason as 
",https://youtu.be/X7bRikS7C3o,https://image.tmdb.org/t/p/w154/h8QBoGhQwwCQYdl4Oxfzo80WdIp.jpg,Mundi Vondi,17 min
306,Rear Window (1954).avi,D:/Movies\Rear Window (1954),Rear Window,1998-11-22,"Jason Kemp, a recently paralyzed architect, lives in a high-tech apartment filled with assistive technology. As a quadriplegic confined to his home, he passes the long hours by spying on his neighbors from his apartment window. His innocent pastime takes a deadly turn when he believes he witnesses a murder. Determined to uncover the truth, Jason continues to dig deeper - eventually finding himself locked in a deadly game of cat and mouse.","Drama, Thriller",5.4,110,5.889,"Christopher Reeve as Jason Kemp
Daryl Hannah as Claudia Henderson
Robert Forster as Detective Moore
Ruben Santiago-Hudson as Antonio Fredericks
Anne Twomey as Leila
",https://youtu.be/DZlx2jNMhA8,https://image.tmdb.org/t/p/w154/zmbPjkZhlnt0JEOU9xMYtbjNXuL.jpg,Jeff Bleckner,89 min
307,The Resident (2010).avi,"D:/Movies\Resident, The (2010)",The Resident,2011-02-10,"Juliet, a beautiful doctor, has found the perfect New York apartment to start a new life after separating from her husband. It's got spacious rooms, a spectacular view, and a handy, handsome landlord. But there are secrets behind every wall and terror in every room as Juliet gets the unnerving feeling that she is not alone.","Thriller, Mystery",5.778,663,2.1403,"Hilary Swank as Juliet Devereau
Jeffrey Dean Morgan as Max
Lee Pace as Jack Devereau
Christopher Lee as August
Aunjanue Ellis-Taylor as Sydney
",https://youtu.be/SaRDsYnYGeA,https://image.tmdb.org/t/p/w154/hoZiRe5EK4vIUjvjRf1aUk5RVg4.jpg,Antti J. Jokinen,91 min
308,The Rite (2011).avi,"D:/Movies\Rite, The (2011) [Le rite]",The Rite,2011-01-28,"Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.","Drama, Thriller, Horror",6.126,2186,2.7392,"Anthony Hopkins as Father Lucas Trevant
Colin O'Donoghue as Michael Kovak
Alice Braga as Angeline
Rutger Hauer as Istvan Kovak
Ciarán Hinds as Father Xavier
",https://youtu.be/yeYQ6DDI0_U,https://image.tmdb.org/t/p/w154/gRTxM95huMwIDfZBJWjuifMTfpx.jpg,Mikael Håfström,114 min
309,The Romantics (2010).avi,"D:/Movies\Romantics, The (2010)",The Romantics,2010-09-10,"Alliances are tested when seven college pals reunite to watch two of their own say “I do” at a seaside wedding. But the maid of honor and the groom share a passionate history, and the bride isn’t the only one who’s wondering if it’s all in the past.","Drama, Romance",4.927,259,0.9469,"Katie Holmes as Laura Rosen
Anna Paquin as Lila Hayes
Josh Duhamel as Tom
Dianna Agron as Minnow Hayes
Adam Brody as Jake
",https://youtu.be/0bQakUseu4g,https://image.tmdb.org/t/p/w154/1BuPZHOZaCICvXeOHFBHNfZtQIk.jpg,Galt Niederhoffer,97 min
310,The Roommate (2011).avi,"D:/Movies\Roommate, The (2011)",The Roommate,2011-02-04,"When Sara, a young design student from Iowa, arrives for college in Los Angeles, she is eager to fit in and get to know the big city. Her wealthy roommate, Rebecca, is more than eager to take Sara under her wing and show her the ropes. The two become close, but when Sara begins to branch out and make more friends on campus, Rebecca becomes resentful. Alarmed, Sara moves in with her new boyfriend, causing Rebecca's behavior to take a violent turn.","Thriller, Drama, Horror",5.377,978,1.8615,"Leighton Meester as Rebecca Evans
Minka Kelly as Sara Matthews
Cam Gigandet as Stephen
Aly Michalka as Tracy
Danneel Ackles as Irene
",No trailer available,https://image.tmdb.org/t/p/w154/kQZcOn5rDuwpbQTluC4Wm0amYmR.jpg,Christian E. Christiansen,92 min
311,Secretariat (2010).avi,D:/Movies\Secretariat (2010),Secretariat,2010-08-20,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",Drama,7.408,627,5.0912,"Diane Lane as Penny Chenery
John Malkovich as Lucien Laurin
Scott Glenn as Chris Chenery
Dylan Walsh as Jack Tweedy
Fred Thompson as Bull Hancock
",No trailer available,https://image.tmdb.org/t/p/w154/6YJ39NqRJ0ljUQohizHmE2hB6Wh.jpg,Randall Wallace,123 min
312,Somewhere (2010).avi,D:/Movies\Somewhere (2010),Somewhere,1984-07-26,"Adapted from the komiks serial by Carlo J. Caparas, this film is about the fugitive, the singer, and the song that sparked their passion. A man escapes prison to kidnap a singer that he has become obsessed with and they embark a passion-filled life on the run.","Action, Romance, Drama",4.5,4,6.8182,"Rudy Fernandez as Silvio Logarte
Lorna Tolentino as Shirley Morena
Johnny Delgado as Logan
Armida Siguion-Reyna as Doña Corazon Morena
Leroy Salvador as Col. Victor Morena
",No trailer available,https://image.tmdb.org/t/p/w154/AoqsAu6SZjpbCyRMdnllaGjRE99.jpg,Romy Suzara,125 min
313,Takers (2010).avi,D:/Movies\Takers (2010),Takers,2010-08-26,"A seasoned team of bank robbers, including Gordon Jennings, John Rahway, A.J., and brothers Jake and Jesse Attica successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost, a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer inches closer to apprehending the criminals.","Action, Crime, Drama, Thriller",6.225,1345,2.6786,"Matt Dillon as Jack Welles
Paul Walker as John Rahway
Idris Elba as Gordon Jennings
Hayden Christensen as A.J.
Chris Brown as Jesse Attica
",https://youtu.be/0DItbZIVKhk,https://image.tmdb.org/t/p/w154/s2zx7JA87rkQcmsV40k0vbVJ6oh.jpg,John Luessenhop,107 min
314,Tangled (2010).avi,D:/Movies\Tangled (2010),Tangled,2010-11-24,"Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.","Animation, Family, Adventure",7.611,12147,23.0286,"Mandy Moore as Rapunzel (voice)
Zachary Levi as Flynn Rider (voice)
Donna Murphy as Mother Gothel (voice)
Ron Perlman as Stabbington Brother (voice)
M.C. Gainey as Captain of the Guard (voice)
",https://youtu.be/2f516ZLyC6U,https://image.tmdb.org/t/p/w154/ym7Kst6a4uodryxqbGOxmewF235.jpg,"Byron Howard, Nathan Greno",100 min
315,The Tourist (2010).avi,"D:/Movies\Tourist, The (2010) [El Turista]",The Tourist,2010-12-08,"American tourist Frank meets mysterious British woman Elise on the train to Venice. Romance seems to bud, but there's more to her than meets the eye.","Action, Thriller, Romance",6.179,5658,4.0021,"Johnny Depp as Frank Tupelo
Angelina Jolie as Elise Clifton-Ward
Paul Bettany as Inspector John Acheson
Timothy Dalton as Chief Inspector Jones
Steven Berkoff as Reginald Shaw
",https://youtu.be/HgNiFN_gttA,https://image.tmdb.org/t/p/w154/oXe1nw4HcS32YVpvxwsWEVdvEXA.jpg,Florian Henckel von Donnersmarck,103 min
316,The Tournament (2009).avi,"D:/Movies\Tournament, The (2009)",The Tournament,2009-05-01,"Every seven  years, in an unsuspecting town, The Tournament takes place. A battle royale between 30 of the world's deadliest assassins. The last man standing receives the $10,000,000 cash prize and the title of World's No. 1 Assassin, which itself carries the legendary million dollar-a-bullet price tag.","Horror, Action, Thriller",5.951,657,1.4438,"Ving Rhames as Joshua Harlow
Robert Carlyle as Father Joseph MacAvoy
Ian Somerhalder as Miles Slade
Camilla Power as Sarah Hunter
Liam Cunningham as Powers
",https://youtu.be/ZQzH98dSSk0,https://image.tmdb.org/t/p/w154/zVkPQAIoCNDc8khNjmSAiTb3lV5.jpg,Scott Mann,95 min
317,The Town (2010).avi,"D:/Movies\Town, The (2010)",The Town,2010-09-15,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.","Crime, Drama, Thriller",7.216,5461,6.9834,"Ben Affleck as Doug MacRay
Jeremy Renner as James ""Jem"" Coughlin
Rebecca Hall as Claire Keesey
Jon Hamm as FBI S.A. Adam Frawley
Blake Lively as Krista Coughlin
",No trailer available,https://image.tmdb.org/t/p/w154/3NIzyXkfylsjflRKSz8Fts3lXzm.jpg,Ben Affleck,125 min
318,TRON- Legacy (2010).avi,D:/Movies\TRON- Legacy (2010),TRON- Legacy,2010-12-14,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.","Adventure, Action, Science Fiction",6.535,7736,10.0318,"Garrett Hedlund as Sam Flynn
Olivia Wilde as Quorra
Jeff Bridges as Kevin Flynn / Clu
Bruce Boxleitner as Alan Bradley / Tron
James Frain as Jarvis
",https://youtu.be/P78pl1FUXfA,https://image.tmdb.org/t/p/w154/vuifSABRpSnxCAOxEnWpNbZSXpp.jpg,Joseph Kosinski,126 min
319,Twelve (2010).avi,D:/Movies\Twelve (2010) [2010] [Eng],Twelve,2015-09-11,12 Filmmakers. 12 Films. One Movie,Comedy,2.0,1,0.3216,"Nicholas Acosta as Jogger
Larry Altmayer as Franklin
Reed Arnold as Rob
Kim Beavers as Kate
Laura Azevedo as Jackie
",https://youtu.be/P78pl1FUXfA,https://image.tmdb.org/t/p/w154/odraMj4TFTVDvrzhGdXgz5vY17m.jpg,"Laura Azevedo, Lacy McClory, P.J. Ochlan, Nicholas Acosta, Devin Crittenden, Lincoln Hoppe, Scott Trost, William Gabriel Grier, Doug van Bebber, Kim Beavers, David Palmieri, Kathleen Randazzo, Matthew M Stevens",0 min
320,Mr.Holmes.2015.720p.BRRip.x264.AAC-ETRG.mp4,D:/Movies\Mr.Holmes.2015.720p.BRRip.x264.AAC-ETRG,Mr Holmes,2015-06-19,"In 1947, long-retired and near the end of his life, Sherlock Holmes grapples with an unreliable memory and must rely on his housekeeper's son as he revisits the still-unsolved case that led to his retirement.","Drama, Crime, Family, Mystery",6.478,1929,2.4294,"Ian McKellen as Sherlock Holmes
Laura Linney as Mrs. Munro
Milo Parker as Roger
Hiroyuki Sanada as Tamiki Umezaki
Roger Allam as Dr. Barrie
",https://youtu.be/PefdItDGJnI,https://image.tmdb.org/t/p/w154/nNHkoefLcdtaHyG08G8aDn1yFMw.jpg,Bill Condon,104 min
321,1937 - Snow White and the Seven Dwarves.avi,D:/Movies\Disney Movies,Snow White and the Seven Dwarves,2006-01-13,"Snow White and the Seven Dwarves is considered by many to be the best fairy tale of all. It best describes the diversity of people; evil, cruelty, greed, selfishness, goodness, kindness, nobility and even innocence. The story has many lessons, the most important of which is that goodness always wins.",Animation,0.0,0,0.0639,"Inkeri Wallenius as Narrator
",No trailer available,https://image.tmdb.org/t/p/w154/x8NYoPSuvW4fMhYTtBkti7hlVw2.jpg,Jetro Kokko,24 min
322,1940 - Pinocchio.avi,D:/Movies\Disney Movies,Pinocchio,1940-02-23,"When the gentle woodcarver Geppetto builds a marionette to be his substitute son, a benevolent fairy brings the toy to life. The puppet, named Pinocchio, is not yet a human boy. He must earn the right to be real by proving that he is brave, truthful, and unselfish.","Animation, Family, Fantasy",7.1,6144,6.9573,"Dickie Jones as Pinocchio / Alexander (voice) (uncredited)
Cliff Edwards as Jiminy Cricket (voice) (uncredited)
Christian Rub as Geppetto (voice) (uncredited)
Evelyn Venable as The Blue Fairy (voice) (uncredited)
Walter Catlett as 'Honest John' Worthington Foulfellow (voice) (uncredited)
",https://youtu.be/GBgyVY_ClzQ,https://image.tmdb.org/t/p/w154/bnZJrLRnoQHpzEJdka1KYfsAF3N.jpg,"Hamilton Luske, Ben Sharpsteen, Norman Ferguson, T. Hee, Jack Kinney, Bill Roberts, Wilfred Jackson",88 min
323,1941 - Dumbo.avi,D:/Movies\Disney Movies,Dumbo,1941-10-31,"Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.","Animation, Family",6.988,5200,7.1037,"Edward Brophy as Timothy Q. Mouse (voice) (uncredited)
Margaret Wright as Casey Jr. (voice) (uncredited)
Verna Felton as Elephant Matriarch / Mrs. Jumbo (voice) (uncredited)
Sarah Selby as Prissy the Elephant (voice) (uncredited)
Noreen Gammill as Catty the Elephant (voice) (uncredited)
",https://youtu.be/8QgTNmlBxTE,https://image.tmdb.org/t/p/w154/4x9FmvdJ464Fg7A9XcbYSmxfVw3.jpg,"Ben Sharpsteen, Bill Roberts, Samuel Armstrong, Wilfred Jackson, Jack Kinney, Norman Ferguson",64 min
324,1942 - Bambi.avi,D:/Movies\Disney Movies,Bambi,1942-08-14,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.","Animation, Drama, Family",7.0,5923,6.6874,"Donnie Dunagan as Young Bambi (voice) (uncredited)
Peter Behn as Young Thumper (voice) (uncredited)
Stan Alexander as Young Flower (voice) (uncredited)
Cammie King as Young Faline (voice) (uncredited)
Will Wright as Friend Owl (voice) (uncredited)
",No trailer available,https://image.tmdb.org/t/p/w154/wV9e2y4myJ4KMFsyFfWYcUOawyK.jpg,David Hand,69 min
325,1948 - Melody Time.avi,D:/Movies\Disney Movies,Melody Time,1948-05-27,"In the grand tradition of Disney's great musical classics, Melody Time features seven timeless stories, each enhanced with high-spirited music and unforgettable characters. You'll be sure to tap your toes and clap your hands in this witty feast for the eyes and ears.","Animation, Music, Family",6.1,335,1.0691,"Roy Rogers as Roy Rogers
Dennis Day as Johnny Appleseed Narrator (voice)
Freddy Martin as Pianist
Frances Langford as Frances Langford
Ethel Smith as Ethel Smith
",https://youtu.be/nsD4ouckhIY,https://image.tmdb.org/t/p/w154/5IlnhKFdNBxYIjEPkJ8N7YHrL0i.jpg,"Clyde Geronimi, Jack Kinney, Hamilton Luske, Wilfred Jackson",75 min
326,1949 - The Adventures Of Ichabod and Mr. Toad.avi,D:/Movies\Disney Movies,The Adventures Of Ichabod and Mr. Toad,1949-10-05,"The Wind in the Willows: Concise version of Kenneth Grahame's story of the same name. J. Thaddeus Toad, owner of Toad Hall, is prone to fads, such as the newfangled motor car. This desire for the very latest lands him in much trouble with the wrong crowd, and it is up to his friends, Mole, Rat and Badger to save him from himself. - The Legend of Sleepy Hollow: Retelling of Washington Irving's story set in a tiny New England town. Ichabod Crane, the new schoolmaster, falls for the town beauty, Katrina Van Tassel, and the town Bully Brom Bones decides that he is a little too successful and needs ""convincing"" that Katrina is not for him.","Horror, Fantasy, Animation, Family",6.5,667,3.2129,"Bing Crosby as Narrator (segment ""The Legend of Sleepy Hollow"")
Basil Rathbone as Narrator (segment ""The Wind in the Willows"")
Eric Blore as Mr. Toad (voice)
J. Pat O'Malley as Cyril Proudbottom (voice)
John McLeish as Prosecutor (voice)
",No trailer available,https://image.tmdb.org/t/p/w154/o6GfVkgPaaHJnXNywDLpHJII2tW.jpg,"Clyde Geronimi, James Algar, Jack Kinney",68 min
327,1955 - Lady and the Tramp.avi,D:/Movies\Disney Movies,Lady and the Tramp,1955-06-22,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.","Family, Animation, Romance, Adventure, Comedy",7.121,5540,7.2607,"Barbara Luddy as Lady (voice)
Larry Roberts as Tramp (voice)
Peggy Lee as Darling / Si / Am / Peg (voice)
Bill Thompson as Jock / Bull / Policeman at Zoo / Dachsie / Joe (voice)
Bill Baucom as Trusty (voice)
",https://youtu.be/SAoLpLXvGN0,https://image.tmdb.org/t/p/w154/340NcWz9SQXWQyf4oicMxjbrLOb.jpg,"Hamilton Luske, Wilfred Jackson, Clyde Geronimi",76 min
328,1959 - Darby O'Gill and the Little People.avi,D:/Movies\Disney Movies,Darby O'Gill and the Little People,1959-06-24,A wily old codger matches wits with the King of the Leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.,"Adventure, Family, Fantasy, Romance",6.65,167,1.2995,"Albert Sharpe as Darby O'Gill
Janet Munro as Katie O'Gill
Sean Connery as Michael MacBride
Jimmy O'Dea as King Brian
Kieron Moore as Pony Sugrue
",No trailer available,https://image.tmdb.org/t/p/w154/2SB5yYMIk3wIgkcJ3k2KwCrRtIB.jpg,Robert Stevenson,90 min
329,1963 - The Sword in the Stone.avi,D:/Movies\Disney Movies,The Sword in the Stone,1963-12-25,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.","Animation, Family, Fantasy",7.221,4027,4.5401,"Sebastian Cabot as The Narrator/Sir Ector (voice)
Karl Swenson as Merlin (voice)
Junius Matthews as Archimedes the Owl (voice)
Martha Wentworth as Madam Mim / Old Lady Squirrel (voice)
Norman Alden as Kay (voice)
",https://youtu.be/ThOtoGV6ylU,https://image.tmdb.org/t/p/w154/7lyeeuhGAJSNXYEW34S8mJ1bwI8.jpg,Wolfgang Reitherman,79 min
330,1967 - The Jungle Book.avi,D:/Movies\Disney Movies,The Jungle Book,1967-10-18,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.","Family, Animation, Adventure",7.3,6548,7.4769,"Bruce Reitherman as Mowgli the Man Cub (voice)
Phil Harris as Baloo the Bear (voice)
Sebastian Cabot as Bagheera the Panther (voice)
George Sanders as Shere Khan the Tiger (voice)
Sterling Holloway as Kaa the Snake (voice)
",https://youtu.be/JFsGn_JwzCc,https://image.tmdb.org/t/p/w154/9BgcTVV43dZ8A1TpuXWkuNTXtfI.jpg,Wolfgang Reitherman,78 min
331,1994 - The Lion King.avi,D:/Movies\Disney Movies,The Lion King,1994-06-15,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.","Family, Animation, Drama, Adventure",8.255,19325,16.446,"Matthew Broderick as Simba (voice)
Moira Kelly as Nala (voice)
Nathan Lane as Timon (voice)
Ernie Sabella as Pumbaa (voice)
James Earl Jones as Mufasa (voice)
",No trailer available,https://image.tmdb.org/t/p/w154/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,"Roger Allers, Rob Minkoff",89 min
332,The Tree Of Life.avi,D:/Movies\TreeOfLife\The.Tree.Of Life.2011.BRRip.Xvid {1337x}-Noir,The Tree Of Life,2011-05-17,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.","Drama, Fantasy",6.73,3269,4.4332,"Brad Pitt as Mr. O'Brien
Jessica Chastain as Mrs. O'Brien
Hunter McCracken as Young Jack
Sean Penn as Jack
Fiona Shaw as Grandmother
",https://youtu.be/RrAz1YLh8nY,https://image.tmdb.org/t/p/w154/l8cwuB5WJSoj4uMAsnzuHBOMaSJ.jpg,Terrence Malick,139 min
333,Hocus Pocus DVDrip Xvid Big A Little A.avi,D:/Movies\Hocus Pocus DVDrip Xvid Big A Little A,Hocus Pocus,1993-07-16,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.","Fantasy, Comedy, Family",7.034,3222,5.0643,"Bette Midler as Winifred Sanderson
Sarah Jessica Parker as Sarah Sanderson
Kathy Najimy as Mary Sanderson
Omri Katz as Max Dennison
Thora Birch as Dani Dennison
",https://youtu.be/Oryofd_T-ng,https://image.tmdb.org/t/p/w154/by4D4Q9NlUjFSEUA1yrxq6ksXmk.jpg,Kenny Ortega,96 min
334,London.Has.Fallen.2016.HDRip.XViD-ETRG.avi,D:/Movies\London.Has.Fallen.2016.HDRip.XViD-ETRG,London Has Fallen,2016-03-02,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.","Action, Thriller",6.221,5005,5.4712,"Gerard Butler as Mike Banning
Aaron Eckhart as President Benjamin Asher
Angela Bassett as Lynne Jacobs
Morgan Freeman as Alan Trumbull
Melissa Leo as Secretary of Defense Ruth McMillan
",https://youtu.be/q9y3z-lx-ZE,https://image.tmdb.org/t/p/w154/iEbLkYzyiUdOKNK4WNBFyGH7r2Y.jpg,Babak Najafi,99 min
335,sample.avi,D:/Movies\London.Has.Fallen.2016.HDRip.XViD-ETRG,sample,2019-04-10,,,7.0,1,0.2604,"Érica Ribeiro as 
Jorge Guerreiro as 
Fabiana Pimenta as 
Alice Marcolino as 
Suzi Castro Jardim as 
",https://youtu.be/q9y3z-lx-ZE,https://image.tmdb.org/t/p/w154/xBW0tpZBH2YGkL5Hey83FthSXkE.jpg,Ana Julia Travia,15 min
